country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-08-2025 09:00:00",30.943887,76.801991,NH3,7,11,8
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","21-08-2025 09:00:00",34.066206,74.819820,PM10,NA,NA,NA
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","21-08-2025 09:00:00",34.066206,74.819820,OZONE,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-08-2025 09:00:00",23.80569,86.44268,PM10,11,59,28
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-08-2025 09:00:00",23.80569,86.44268,OZONE,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","21-08-2025 09:00:00",16.172806,75.659694,PM10,42,43,42
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","21-08-2025 09:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","21-08-2025 09:00:00",12.9135218,77.5950804,PM2.5,24,45,29
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","21-08-2025 09:00:00",23.076793,72.627874,NH3,1,2,2
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","21-08-2025 09:00:00",23.043070,72.562968,PM10,10,53,27
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","21-08-2025 09:00:00",23.043070,72.562968,SO2,1,19,10
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","21-08-2025 09:00:00",23.043070,72.562968,OZONE,1,45,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","21-08-2025 09:00:00",21.613267,73.010555,NO2,31,31,31
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","21-08-2025 09:00:00",21.613267,73.010555,SO2,60,61,61
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","21-08-2025 09:00:00",23.163798,72.677768,PM2.5,3,13,6
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","21-08-2025 09:00:00",23.243639,72.68994,PM2.5,9,24,17
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","21-08-2025 09:00:00",23.243639,72.68994,NO2,4,6,5
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","21-08-2025 09:00:00",23.020509,72.579261,PM10,19,60,34
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","21-08-2025 09:00:00",23.020509,72.579261,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","21-08-2025 09:00:00",23.020509,72.579261,SO2,4,16,8
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","21-08-2025 09:00:00",23.016834,72.625775,OZONE,15,78,33
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","21-08-2025 09:00:00",23.041137,72.456691,PM10,11,55,27
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","21-08-2025 09:00:00",23.023389,72.515201,PM2.5,9,31,19
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","21-08-2025 09:00:00",12.951913,77.539784,OZONE,2,27,2
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","21-08-2025 09:00:00",12.9756843,77.5660749,NO2,43,50,47
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","21-08-2025 09:00:00",13.029152,77.585901,CO,3,28,17
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","21-08-2025 09:00:00",12.938539,77.590100,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","21-08-2025 09:00:00",12.920984,77.584908,SO2,4,20,13
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","21-08-2025 09:00:00",12.920984,77.584908,CO,3,28,7
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","21-08-2025 09:00:00",12.7816279,77.6299145,NO2,30,31,31
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","21-08-2025 09:00:00",13.003872,77.664217,NH3,4,5,5
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","21-08-2025 09:00:00",13.0270199,77.494094,SO2,2,13,5
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","21-08-2025 09:00:00",13.0246342,77.5080115,PM2.5,40,52,47
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","21-08-2025 09:00:00",12.917348,77.622813,PM2.5,15,34,24
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","21-08-2025 09:00:00",22.969611,72.643500,PM10,42,80,60
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","21-08-2025 09:00:00",22.969611,72.643500,NO2,18,21,20
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","21-08-2025 09:00:00",22.969611,72.643500,NH3,4,4,4
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","21-08-2025 09:00:00",22.969611,72.643500,OZONE,15,24,15
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","21-08-2025 09:00:00",23.023389,72.515201,CO,1,38,14
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","21-08-2025 09:00:00",23.023389,72.515201,OZONE,6,30,9
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","21-08-2025 09:00:00",16.802639,75.722694,NO2,9,10,9
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-08-2025 09:00:00",16.7602,77.1428,PM2.5,2,12,7
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-08-2025 09:00:00",16.7602,77.1428,PM10,9,28,18
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-08-2025 09:00:00",16.7602,77.1428,SO2,13,32,21
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","21-08-2025 09:00:00",10.073232,76.302765,PM10,42,58,48
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","21-08-2025 09:00:00",10.073232,76.302765,SO2,1,1,1
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","21-08-2025 09:00:00",10.073232,76.302765,OZONE,11,12,11
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","21-08-2025 09:00:00",11.875000,75.373200,PM2.5,44,48,45
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","21-08-2025 09:00:00",11.875000,75.373200,PM10,52,57,53
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","21-08-2025 09:00:00",11.875000,75.373200,NH3,1,2,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","21-08-2025 09:00:00",8.8787,76.6073,NO2,9,10,9
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","21-08-2025 09:00:00",8.563700,76.886500,NH3,1,1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","21-08-2025 09:00:00",8.5149093,76.9435879,NO2,64,108,81
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","21-08-2025 09:00:00",8.5149093,76.9435879,NH3,6,9,7
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","21-08-2025 09:00:00",10.532400,76.215900,PM10,45,51,47
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","21-08-2025 09:00:00",23.264759,77.381568,PM2.5,7,30,16
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","21-08-2025 09:00:00",12.917348,77.622813,CO,28,50,33
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","21-08-2025 09:00:00",17.930306,77.482194,NO2,NA,NA,NA
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","21-08-2025 09:00:00",13.428828,77.731418,PM2.5,4,26,15
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","21-08-2025 09:00:00",13.428828,77.731418,SO2,9,14,12
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-08-2025 09:00:00",13.328028,75.797056,PM10,28,56,32
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-08-2025 09:00:00",13.328028,75.797056,NO2,20,26,22
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","21-08-2025 09:00:00",17.321993,76.822628,NH3,1,1,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","21-08-2025 09:00:00",17.321993,76.822628,CO,28,32,32
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","21-08-2025 09:00:00",14.816666,74.141003,PM2.5,1,20,9
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","21-08-2025 09:00:00",14.816666,74.141003,NO2,3,10,7
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","21-08-2025 09:00:00",14.816666,74.141003,SO2,19,23,20
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","21-08-2025 09:00:00",15.347630,76.181767,OZONE,6,12,7
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","21-08-2025 09:00:00",22.9682591,76.064118,CO,4,11,8
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","21-08-2025 09:00:00",26.203442,78.193251,NH3,2,2,2
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","21-08-2025 09:00:00",26.259242,78.216432,NO2,4,63,24
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","21-08-2025 09:00:00",26.259242,78.216432,NH3,2,12,6
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","21-08-2025 09:00:00",26.200388,78.147714,PM2.5,3,28,14
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","21-08-2025 09:00:00",14.475800,75.905200,NH3,2,6,3
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","21-08-2025 09:00:00",15.459706,75.008381,SO2,1,2,1
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","21-08-2025 09:00:00",15.459706,75.008381,CO,22,55,25
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","21-08-2025 09:00:00",15.3714823,75.1160168,NH3,1,1,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","21-08-2025 09:00:00",15.3714823,75.1160168,CO,9,16,10
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","21-08-2025 09:00:00",12.889250,74.853000,NH3,1,1,1
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","21-08-2025 09:00:00",12.21041,76.37376,SO2,1,27,7
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","21-08-2025 09:00:00",12.733409,77.298051,PM10,NA,NA,NA
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","21-08-2025 09:00:00",22.4310,75.5213,PM10,15,51,28
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","21-08-2025 09:00:00",22.7524,75.8872,CO,24,102,25
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","21-08-2025 09:00:00",22.6780,75.8559,NO2,12,23,16
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","21-08-2025 09:00:00",23.210494,77.425409,CO,14,25,16
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","21-08-2025 09:00:00",23.210494,77.425409,OZONE,40,55,43
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","21-08-2025 09:00:00",23.218135,79.957770,NH3,2,3,2
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","21-08-2025 09:00:00",23.218135,79.957770,CO,8,83,11
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","21-08-2025 09:00:00",23.50016,80.23284,PM10,26,84,46
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","21-08-2025 09:00:00",23.50016,80.23284,NO2,11,20,16
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","21-08-2025 09:00:00",24.2613009,80.7231783,PM10,NA,NA,NA
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","21-08-2025 09:00:00",23.108440,77.511428,PM10,14,43,24
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","21-08-2025 09:00:00",23.108440,77.511428,CO,22,34,24
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","21-08-2025 09:00:00",23.108440,77.511428,OZONE,21,34,23
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","21-08-2025 09:00:00",19.309073,73.057223,OZONE,12,36,14
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","21-08-2025 09:00:00",19.786089,72.757971,CO,8,28,21
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","21-08-2025 09:00:00",19.962900,79.298714,NO2,7,15,10
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","21-08-2025 09:00:00",19.962900,79.298714,NH3,2,2,2
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","21-08-2025 09:00:00",19.9775302,79.2337086,SO2,3,4,3
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","21-08-2025 09:00:00",19.9775302,79.2337086,OZONE,3,28,8
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","21-08-2025 09:00:00",24.58434363,80.8549414,SO2,18,19,19
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","21-08-2025 09:00:00",24.108970,82.645580,OZONE,10,19,13
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","21-08-2025 09:00:00",19.10122,74.73339,PM10,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","21-08-2025 09:00:00",19.10122,74.73339,NH3,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","21-08-2025 09:00:00",20.719516,77.000253,SO2,14,18,15
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","21-08-2025 09:00:00",20.9402359,77.7895248,NO2,3,9,4
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","21-08-2025 09:00:00",19.875620,75.387310,PM10,19,41,31
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","21-08-2025 09:00:00",19.875620,75.387310,CO,6,14,9
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","21-08-2025 09:00:00",22.624758,75.675238,NO2,2,18,8
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","21-08-2025 09:00:00",23.838586,78.759431,PM2.5,3,64,13
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","21-08-2025 09:00:00",23.838586,78.759431,NH3,1,1,1
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","21-08-2025 09:00:00",23.838586,78.759431,CO,2,41,11
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","21-08-2025 09:00:00",23.838586,78.759431,OZONE,11,33,24
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","21-08-2025 09:00:00",22.7084,75.8815,NO2,14,18,16
India,"Madhya Pradesh",Indore,"Vijay Nagar Scheme-78, Indore - Glenmark","21-08-2025 09:00:00",22.76726,75.88710,SO2,26,30,28
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","21-08-2025 09:00:00",23.163174,79.973061,SO2,24,31,28
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","21-08-2025 09:00:00",19.8389439,75.244448,CO,2,117,75
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","21-08-2025 09:00:00",19.309073,73.057223,NH3,5,10,7
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-08-2025 09:00:00",19.25292,73.142019,NO2,7,9,8
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","21-08-2025 09:00:00",19.192056,72.9585188,CO,32,42,35
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","21-08-2025 09:00:00",20.918946,74.776388,OZONE,13,48,24
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","21-08-2025 09:00:00",19.19709,72.82204,NH3,3,8,5
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","21-08-2025 09:00:00",19.19709,72.82204,CO,2,64,3
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","21-08-2025 09:00:00",18.96702,72.84214,NH3,6,9,7
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","21-08-2025 09:00:00",18.96702,72.84214,CO,18,33,18
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","21-08-2025 09:00:00",19.1878657,72.8304069,SO2,6,7,6
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","21-08-2025 09:00:00",19.1750,72.9419,PM2.5,15,48,32
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","21-08-2025 09:00:00",18.910000,72.820000,CO,22,22,22
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","21-08-2025 09:00:00",19.04946,72.9230,NO2,2,12,7
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","21-08-2025 09:00:00",19.205800,72.868200,PM2.5,28,34,31
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","21-08-2025 09:00:00",19.205800,72.868200,PM10,30,76,44
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","21-08-2025 09:00:00",19.215859,72.831718,PM2.5,2,15,9
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","21-08-2025 09:00:00",19.0632143,72.8456324,PM2.5,7,12,9
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","21-08-2025 09:00:00",19.0632143,72.8456324,PM10,25,51,35
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","21-08-2025 09:00:00",19.0632143,72.8456324,NH3,8,21,13
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-08-2025 09:00:00",19.1653323,72.922099,CO,15,20,17
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","21-08-2025 09:00:00",19.0863,72.8888,SO2,36,37,37
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","21-08-2025 09:00:00",19.23241,72.86895,OZONE,9,23,18
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","21-08-2025 09:00:00",18.9767,72.8380,NO2,6,23,15
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","21-08-2025 09:00:00",19.11074,72.86084,CO,12,24,13
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","21-08-2025 09:00:00",19.10078,72.87462,NH3,1,1,1
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","21-08-2025 09:00:00",19.1750,72.9419,NO2,12,12,12
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-08-2025 09:00:00",18.897756,72.813320,PM10,52,99,75
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-08-2025 09:00:00",18.897756,72.813320,NH3,2,3,2
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-08-2025 09:00:00",18.897756,72.813320,CO,10,16,14
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","21-08-2025 09:00:00",19.000084,72.856730,CO,9,15,10
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-08-2025 09:00:00",19.296481,72.840923,PM10,24,42,32
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-08-2025 09:00:00",19.065931,72.862131,PM2.5,18,61,31
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-08-2025 09:00:00",19.065931,72.862131,SO2,1,3,3
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-08-2025 09:00:00",18.39963,76.57452,NO2,4,26,12
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-08-2025 09:00:00",18.39963,76.57452,NH3,NA,NA,NA
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","21-08-2025 09:00:00",18.1023399,73.4783687,CO,14,32,28
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","21-08-2025 09:00:00",19.060498,72.923356,SO2,2,4,3
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","21-08-2025 09:00:00",19.000083,72.813993,NH3,5,5,5
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","21-08-2025 09:00:00",16.7143745,74.2426398,NO2,2,16,8
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","21-08-2025 09:00:00",18.454450,73.854155,SO2,4,4,4
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","21-08-2025 09:00:00",18.573040,73.927715,NO2,22,37,27
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","21-08-2025 09:00:00",18.573040,73.927715,CO,40,88,63
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","21-08-2025 09:00:00",18.536457,73.805454,PM10,30,47,37
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","21-08-2025 09:00:00",18.536457,73.805454,CO,21,46,30
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","21-08-2025 09:00:00",18.536457,73.805454,OZONE,4,16,14
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","21-08-2025 09:00:00",18.547056,73.826908,NH3,1,2,1
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-08-2025 09:00:00",21.152875,79.0517531,PM10,6,33,18
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-08-2025 09:00:00",21.152875,79.0517531,NH3,1,3,2
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-08-2025 09:00:00",21.152875,79.0517531,OZONE,1,3,3
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-08-2025 09:00:00",21.143383,79.048912,NH3,2,4,3
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-08-2025 09:00:00",21.143383,79.048912,CO,6,26,9
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-08-2025 09:00:00",21.143383,79.048912,OZONE,2,15,6
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","21-08-2025 09:00:00",19.173852,77.296291,PM10,17,69,48
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.0630,73.1209,PM10,14,38,21
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.0630,73.1209,OZONE,3,3,3
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","21-08-2025 09:00:00",19.265594,76.761463,PM10,15,67,38
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","21-08-2025 09:00:00",18.63673,73.82487,PM2.5,15,26,20
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","21-08-2025 09:00:00",18.63673,73.82487,PM10,14,52,42
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","21-08-2025 09:00:00",17.6336264,75.9132495,NH3,5,16,7
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","21-08-2025 09:00:00",17.65439,75.90649,NO2,1,23,14
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","21-08-2025 09:00:00",17.65439,75.90649,NH3,1,6,3
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","21-08-2025 09:00:00",17.65439,75.90649,OZONE,10,160,34
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","21-08-2025 09:00:00",19.26777,72.97182,PM2.5,6,26,16
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","21-08-2025 09:00:00",20.021503,73.813844,PM2.5,8,26,15
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","21-08-2025 09:00:00",20.021503,73.813844,NH3,2,3,2
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","21-08-2025 09:00:00",19.950220,73.731480,PM2.5,13,29,20
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","21-08-2025 09:00:00",19.950220,73.731480,NO2,3,13,7
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","21-08-2025 09:00:00",19.950220,73.731480,CO,6,12,8
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-08-2025 09:00:00",19.9591346,73.7788008,NO2,1,4,2
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-08-2025 09:00:00",19.9591346,73.7788008,OZONE,20,28,24
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.1135051,73.008978,PM2.5,13,28,21
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.1135051,73.008978,SO2,26,26,26
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.0575752,73.0151367,NH3,4,6,5
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","21-08-2025 09:00:00",19.0575752,73.0151367,OZONE,2,43,29
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","21-08-2025 09:00:00",18.59051,73.77946,NH3,2,11,3
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","21-08-2025 09:00:00",18.614767,73.799516,CO,41,82,53
India,Maharashtra,Pune,"Bhosari, Pune - IITM","21-08-2025 09:00:00",18.640051,73.848956,NO2,12,29,22
India,Maharashtra,Pune,"Bhosari, Pune - IITM","21-08-2025 09:00:00",18.640051,73.848956,CO,22,78,51
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","21-08-2025 09:00:00",19.26777,72.97182,NH3,1,3,1
